year,weekofyear,total_cases,pred_cases
2003,44,39,42.78774116146882
2003,45,39,39.20575555422502
2003,46,34,38.852208669826986
2003,47,30,34.83275438725949
2003,48,37,38.07640601084411
2003,49,29,41.672022215567864
2003,50,26,32.40356132267401
2003,51,15,26.598952786585038
2003,52,22,29.063590575021582
2004,1,15,27.747763314420887
2004,2,20,20.510773567732404
2004,3,14,18.511822168402492
2004,4,10,19.019142806906988
2004,5,21,21.090972616047473
2004,6,14,14.055926532499964
2004,7,14,15.89214756627597
2004,8,9,14.098548013644434
2004,9,11,20.051829460596135
2004,10,5,15.186526977841016
2004,11,6,15.280453361076065
2004,12,7,14.72341318434982
2004,13,11,19.701509091721622
2004,14,4,16.97784693803657
2004,15,3,23.000326444085562
2004,16,2,20.404444262182196
2004,17,6,16.28530565890314
2004,18,10,14.11446311458411
2004,19,7,14.530465603292408
2004,20,5,23.068970297938545
2004,21,3,23.418351542671044
2004,22,12,24.652494686701992
2004,23,13,29.55755880886854
2004,24,10,30.418907505407233
2004,25,13,35.88646675008583
2004,26,13,36.12968467940184
2004,27,8,36.94583704766787
2004,28,21,36.86558375076305
2004,29,18,39.24819668331961
2004,30,8,37.12698988520701
2004,31,7,38.71207710704657
2004,32,20,36.94340932157685
2004,33,14,39.278602588114694
2004,34,14,39.070260928701614
2004,35,7,39.58162808602365
2004,36,14,49.34296947612627
2004,37,10,46.3824476545851
2004,38,13,38.25414112215886
2004,39,27,50.0019107407829
2004,40,13,51.56680490560338
2004,41,18,47.57082598196771
2004,42,16,40.82348511192676
2004,43,16,41.734891907834836
2004,44,20,42.224264089120986
2004,45,17,38.12831120827708
2004,46,4,35.98629899955461
2004,47,15,31.798804255233257
2004,48,8,34.36986753236105
2004,49,6,48.612793614489476
2004,50,12,20.947258970608523
2004,51,15,20.879153020428316
2004,52,11,18.515060340893502
2005,53,10,30.3726886068681
2005,1,15,31.558592555381193
2005,2,17,18.472691778059378
2005,3,7,18.472691778059378
2005,4,7,21.563531377293103
2005,5,8,22.043479472468615
2005,6,9,14.412519209068964
2005,7,12,22.03244967693229
2005,8,12,12.351759253691917
2005,9,5,13.83935098419733
2005,10,4,19.87371522645298
2005,11,11,14.335932556479227
2005,12,4,14.423636517734352
2005,13,5,13.49604885402508
2005,14,7,13.155842448016767
2005,15,1,14.573703696167344
2005,16,1,17.71743956251493
2005,17,4,17.555106387218927
2005,18,2,34.12158161579072
2005,19,6,28.178769425450977
2005,20,3,28.74298882545219
2005,21,4,24.715178756177792
2005,22,10,31.744059107201746
2005,23,12,45.500466950571855
2005,24,21,52.8968667645517
2005,25,26,40.46210912941943
2005,26,21,36.0470153068065
2005,27,30,60.802476775130756
2005,28,45,52.849065340375226
2005,29,56,53.50535608590905
2005,30,75,46.61797052714989
2005,31,83,46.80814815193529
2005,32,82,54.003010337772
2005,33,126,53.366638485734356
2005,34,119,65.74731537699948
2005,35,137,63.34148648961977
2005,36,131,40.521486599399175
2005,37,112,52.52975482887745
2005,38,82,40.02944667729858
2005,39,73,57.983772896069596
2005,40,43,46.8530648013217
2005,41,55,50.63332974420607
2005,42,55,46.65835933431711
2005,43,53,39.07910811055997
2005,44,46,50.17694284993893
2005,45,43,52.77328402791253
